package,severity,version,fixed_version,description,cve_id,source
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: btrfs: don't abort filesystem wh","CVE-2024-26644"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: vfs: fix race between evice_inod","CVE-2024-47679"
"libp11-kit0","HIGH","0.23.15-2","0.23.15-2+deb10u1","An issue was discovered in p11-kit 0.23.6 through 0.23.21. A heap-based buffer overflow has been dis","CVE-2020-29363","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: mtd: parsers: qcom: Fix kernel p","CVE-2022-48777"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: USB: core: Fix race by not overw","CVE-2023-52886"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: RDMA/bnxt_re: Avoid CPU lockups ","CVE-2024-50157"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: spi: spi-mt65xx: Fix NULL pointe","CVE-2024-27028"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: platform/x86: toshiba_acpi: Fix ","CVE-2024-41028"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ice: Fix improper extts handling","CVE-2024-42139"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: i3c: master: mipi-i3c-hci: Fix a","CVE-2023-52763"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: selinux,smack: don't bypass perm"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: md/dm-raid: don't call md_reap_s","CVE-2024-35808"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: nilfs2: protect access to buffer","CVE-2025-21811"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: mtd: rawnand: denali: Use manage","CVE-2022-49512"
"linux-libc-dev","HIGH","4.19.194-3","4.19.249-2","A memory leak problem was found in the TCP source port generation algorithm in net/ipv4/tcp.c due to","CVE-2022-1012","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: rtnetlink: Correct nested IFLA_V","CVE-2024-36017"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.289-1","An issue in “Zen 2” CPUs, under specific microarchitectural circumstances, may allow an attacker to "
"linux-libc-dev","LOW","4.19.194-3","N/A","An issue was discovered in drm_load_edid_firmware in drivers/gpu/drm/drm_edid_load.c in the Linux ke","CVE-2019-12382","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: clk: qcom: videocc-sm8350: use H","CVE-2024-50266"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: mm/vmalloc: fix vmalloc which ma","CVE-2024-39474"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ipv6: avoid possible NULL deref ","CVE-2024-47707","CVE-2024-56646"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: vfio/platform: check the bounds ","CVE-2025-21687"
"libcurl4","MEDIUM","7.64.0-4+deb10u1","7.64.0-4+deb10u3","A insufficiently protected credentials vulnerability in fixed in curl 7.83.0 might leak authenticati","CVE-2022-27776","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: wifi: mac80211: Purge vif txq in","CVE-2025-37794"
"openssl","HIGH","1.1.1d-0+deb10u7","1.1.1d-0+deb10u8","The BN_mod_sqrt() function, which computes a modular square root, contains a bug that can cause it t"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm: xlnx: zynqmp_dpsub: Add NUL","CVE-2025-22099"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: RDMA/mlx5: Fix implicit ODP use ","CVE-2025-21714"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: pps: Fix a use-after-free On a b","CVE-2024-57979"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: sched_ext: Replace rq_lock() to ","CVE-2025-21657"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.269-1","A data race flaw was found in the Linux kernel, between where con is allocated and con->sock is set.","CVE-2023-1382"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: dsa: qca8k: reset cpu port ","CVE-2022-49654"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: x86/fpu: Ensure shadow stack is ","CVE-2025-21632"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: dpaa2-eth: fix use-after-fr","CVE-2021-47204"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: i40e: Fix NULL pointer dereferen","CVE-2021-47501"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: netfilter: flowtable: validate v","CVE-2024-44983"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: nvme-pci: fix freeing of the HMB","CVE-2024-56756"
"libudev1","LOW","241-7~deb10u8","N/A","systemd, when updating file permissions, allows local users to change the permissions and SELinux se"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: bpf: Skip task with pid=1 in sen","CVE-2023-52992"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: bnxt_en: Fix aggregation ID mask","CVE-2024-56656"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: mm/hugetlb: fix memfd_pin_folios","CVE-2024-49964"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: SUNRPC: Fix null-ptr-deref when ","CVE-2022-49928"
"linux-libc-dev","HIGH","4.19.194-3","4.19.208-1","In the Linux kernel, the following vulnerability has been resolved: net/sched: act_skbmod: Skip non-","CVE-2021-47293"
"linux-libc-dev","HIGH","4.19.194-3","4.19.260-1","Linux disk/nic frontends data leaks T[his CNA information record relates to multiple CVEs; the text ","CVE-2022-33740","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: powerpc: Avoid nmi_enter/nmi_exi","CVE-2024-42126"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: perf/x86/amd/core: Always clear ","CVE-2023-53073"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel 5.0.21, mounting a crafted f2fs filesystem image can cause __remove_dirty_segmen","CVE-2019-19814"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: mm: hugetlb: independent PMD pag","CVE-2024-57883"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: KVM: PPC: Book3S HV: Prevent UAF","CVE-2024-41070"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: blk_iocost: fix more out of boun","CVE-2024-49933"
"libldap-2.4-2","HIGH","2.4.47+dfsg-3+deb10u4","2.4.47+dfsg-3+deb10u5","A flaw was discovered in OpenLDAP before 2.4.57 leading to a memch->bv_len miscalculation and slapd ","CVE-2020-36226","tykio/tyk-dashboard"
"linux-libc-dev","HIGH","4.19.194-3","N/A","The Direct Rendering Manager (DRM) subsystem in the Linux kernel through 4.x mishandles requests for","CVE-2013-7445","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: vxlan: check vxlan_vnigroup_init","CVE-2025-21790"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: virtiofs: use pages instead of p","CVE-2024-53219"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: x86/tdx: Fix ""in-kernel MMIO"" ch","CVE-2024-47727"
"linux-libc-dev","HIGH","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: nfc: nci: Fix uninit-value in nc","CVE-2024-38381"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: rtc: gamecube: Fix refcount leak","CVE-2022-49150"
"linux-libc-dev","LOW","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: IB/hfi1: Fix leak of rcvhdrtail_","CVE-2021-47523"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: udp: Fix multiple wraparounds of","CVE-2025-22059"
"libldap-common","HIGH","2.4.47+dfsg-3+deb10u4","2.4.47+dfsg-3+deb10u5","A flaw was discovered in OpenLDAP before 2.4.57 leading in an assertion failure in slapd in the X.50","CVE-2020-36230","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: PCI: Fix use-after-free of slot-","CVE-2024-53194"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/i915/active: Fix misuse of n","CVE-2023-53087"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: clk: sunxi-ng: common: Don't cal","CVE-2024-42100"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: riscv/kprobe: Fix instruction si","CVE-2023-52995"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: netfilter: nf_tables: don't skip","CVE-2023-52924"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drivers: staging: rtl8192u: Fix ","CVE-2022-49305"
"tar","LOW","1.30+dfsg-6","N/A","GNU Tar through 1.34 has a one-byte out-of-bounds read that results in use of uninitialized memory f","CVE-2022-48303","tykio/tyk-gateway","tykio/tyk-dashboard"
"passwd","LOW","1:4.5-1.1","N/A","An issue was discovered in shadow 4.5. newgidmap (in shadow-utils) is setuid and allows an unprivile","CVE-2018-7169","tykio/tyk-gateway","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: fs: relax assertions on failure ","CVE-2024-57924"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: crypto: qat/qat_4xxx - fix off b","CVE-2024-53162"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amd/display: Add NULL check ","CVE-2024-49909","CVE-2024-49910","CVE-2024-49911","CVE-2024-49915","CVE-2024-49916","CVE-2024-49917"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net/9p: Fix a potential socket l","CVE-2022-49020"
"linux-libc-dev","HIGH","4.19.194-3","4.19.289-1","A use after free vulnerability was found in prepare_to_relocate in fs/btrfs/relocation.c in btrfs in","CVE-2023-3111","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: fix data-races around sk->s","CVE-2024-53124"
"libpython3.7","MEDIUM","3.7.3-2+deb10u3","3.7.3-2+deb10u5","A flaw was found in Python, specifically in the FTP (File Transfer Protocol) client library in PASV ","CVE-2021-4189"
"login","LOW","1:4.5-1.1","N/A","N/A","TEMP-0628843-DBAD28","tykio/tyk-gateway","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: Bluetooth: SCO: Fix not validati","CVE-2024-35967"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: altera: Fix refcount leak i","CVE-2022-49351"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ipv6: fix possible race in __fib","CVE-2024-40905"
"linux-libc-dev","LOW","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: IORING_OP_READ did not correctly","CVE-2023-52926"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.304-1","In the Linux kernel, the following vulnerability has been resolved: hid: cp2112: Fix duplicate workq","CVE-2023-52853"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amd/display: Skip inactive p","CVE-2024-46812"
"libudev1","HIGH","241-7~deb10u5","N/A","Certain DNSSEC aspects of the DNS protocol (in RFC 4033, 4034, 4035
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ata: libata-transport: fix doubl","CVE-2022-49826"
"libzstd1","MEDIUM","1.3.8+dfsg-3","1.3.8+dfsg-3+deb10u2","Beginning in v1.4.1 and prior to v1.4.9, due to an incomplete fix for CVE-2021-24031, the Zstandard "
"libcurl4","MEDIUM","7.64.0-4+deb10u2","7.64.0-4+deb10u3","A insufficiently protected credentials vulnerability in fixed in curl 7.83.0 might leak authenticati","CVE-2022-27776","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: dsa: improve shutdown seque","CVE-2024-49998"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: rose: Fix NULL pointer dereferen","CVE-2022-49916"
"libcurl4","LOW","7.64.0-4+deb10u1","7.64.0-4+deb10u8","An information disclosure vulnerability exists in curl <v8.1.0 when doing HTTP(S) transfers, libcurl","CVE-2023-28322"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ext4: fix BUG_ON() when director","CVE-2022-49879"
"linux-libc-dev","HIGH","4.19.194-3","4.19.316-1","A use-after-free vulnerability in the Linux kernel's netfilter: nf_tables component can be exploited","CVE-2024-1086","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: Bluetooth: btrtl: Prevent potent","CVE-2025-37792"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: gpio: Restrict usage of GPIO chi","CVE-2022-49072"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ARM: fix cacheflush with PAN It ","CVE-2024-53137"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: hwmon: (drivetemp) Fix driver pr","CVE-2025-21656"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: f2fs: fix to don't set SB_RDONLY","CVE-2024-47689"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: fscrypt: stop using keyrings sub","CVE-2022-49899"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: reset: uniphier-glue: Fix possib","CVE-2022-49758"
"linux-libc-dev","HIGH","4.19.194-3","4.19.208-1","In the Linux kernel, the following vulnerability has been resolved: kvm: avoid speculation-based att","CVE-2021-47277"
